,ID_ALUNO,ID_MATRICULA,NU_IDADE_REFERENCIA,TP_SEXO,TP_COR_RACA,TP_ZONA_RESIDENCIAL,ID_TURMA,CO_ENTIDADE
12974,04A62D973E2AA41439F915FFBB4BDCFF,284991319,38,2,0,1,12359609,31326160
12975,3C15CCDA2A4E36882AD9733823261BAF,222901473,10,1,3,1,12089658,31203092
12976,509ACA299851722CC3E6CF2EBD609A97,284893536,14,1,0,1,12330539,31202983
12977,A3EC4F5DDE45F41764ECDAD0C7832347,286207572,12,1,1,1,12097579,31203092
12978,3078B2C91473F0960B7684F2843CF2DE,66102410,11,1,1,1,1741036,31205231
12979,060D26A6B1CF71AD59D2231DD6F24E11,232433680,11,2,1,1,1741036,31205231
12980,D9B10A545810CCDCFA365030519E3E4F,232415559,10,1,1,1,1739799,31205231
12981,8B52D9FE79C37243F0920F495C603354,20782208,15,1,1,1,893276,31205249
12982,A2F1635C1C910831B2D926414DD7DB78,323417555,3,2,0,1,13068795,31352055
12983,A033C4D65FF49423BFB14DEFB48E3D7C,326586931,0,1,0,1,14228106,31203092
12984,AC0DF64AC13CCD000D7523E92754FEDC,24248623,9,2,3,1,12406624,31217751
12985,DAF8239CB1150DCA83943792987D83AD,35554154,9,1,1,1,893288,31205249
12986,5F88CD68041B764DA4F9C46CDFDC26C5,66110879,11,1,1,1,1741036,31205231
12988,F0207A05F00EC32E805D328534B40308,286158490,11,1,3,1,12097579,31203092
12989,B5DC8D0E89F6B11BEAB2A94B96ED6AA7,66102359,10,1,1,1,1741034,31205231
12990,EFAF324B816D1E60CDE1F057E1369C60,221308476,4,1,2,1,14218519,31203092
12991,59E232BE73112A68AEE03C713126BC8D,263838154,2,1,0,1,14228114,31203092
12992,2BFB6765BF88C41067FE8746E67D859D,326610510,1,1,0,1,14226329,31203092
12993,833E629DBEF2ADA4CECF3DC355338833,116796382,16,2,3,2,1741043,31205231
12994,89A4BD7077EDF114404E05ECEC4CA743,41844734,8,2,0,1,4759506,31203076
12995,3B77B2258EE1CEFA1DEF6D507A73423D,287559422,16,2,1,1,12280545,31328294
12996,529A3DFA2DEA59425A3D132724233A1A,288365435,16,1,0,1,6242025,31205231
12997,A336AE648DB3B8A759D71FEB1C3BC10B,42348192,8,1,0,1,3060684,31203076
12998,35BAF96D9F198F0722248E1224B4DD53,288433035,11,1,1,1,12542665,31310573
12999,D5EE0CE2F0276930E4458F1F70FD56D8,287570064,8,2,1,1,1741032,31205231
13000,9438E4B84F9F64CA416495A452A15A27,287610520,8,2,0,1,12406331,31217751
13001,982CDACB35D3974A5FC055A540BBEE71,168610163,11,2,3,1,143984,31203122
13002,AC0CB895614BDFB6F3F67401AC87FB87,1518729,14,2,1,1,143991,31203122
13003,16FD69D25DB4BB9FB26A9B117A7748DF,287398106,11,2,0,1,12012759,31202878
13005,D79A97563A6AE0900D5D7D16C3C2D211,166462795,8,2,3,1,11928770,31203122
13007,6F63117FAAC4B1ED2DEEA24DA868B5D2,188455129,6,2,1,1,579903,31203076
13008,4CB5CEBBB52C3C6ED1111EEDED16B203,1534097,12,2,3,1,143988,31203122
13009,55519BBF0BE335069AD2BA58FFFA6B6C,223779190,4,1,3,1,11957296,31326054
13010,D1A472CBFB66B2E9EB189E0B5E61B447,164552136,12,2,1,1,8847101,31203017
13011,BA360AEDB846673C2120606233DC5E18,222553072,12,2,3,1,8845519,31203017
13012,6ED2094E296989E3003BACF16970155F,278049181,2,2,1,1,11994029,31347922
13013,4FDD83647B1B017C8082B5B61C6116E5,230375571,16,2,0,1,12098127,31203092
13014,EA753441589B055A4979EF24C806D9D2,288327977,14,2,3,2,12098337,31203092
13016,CB82C8D8DB1FE712702ACF58AFAA32EF,290489623,17,1,1,1,12581175,31202983
13017,92CDEBD383CF76F30F0ACAD05BF499C9,290324541,3,2,0,1,12060875,31328294
13018,D090D83784E2B1B76DEF3F946D73CD0B,130935737,7,1,1,1,579045,31203076
13019,A95A52222BAF50148B25891D30FC261E,291743177,7,1,1,1,12240970,31261009
13020,CB502C2086E39801987BFB91C0CA842B,291729731,7,2,3,1,12240970,31261009
13021,03DA6DC5C1D31EA73FA3C4838F534E12,290946261,3,2,0,1,12403833,31217751
13022,CC9FD7E87C3B23FF6AD7C8C70A333780,291565610,10,1,3,1,12012443,31202878
13024,1756FD868C62DF3E77DBA638D037485F,277771185,4,1,0,1,11879899,31251933
13027,70CD85C098527321F53B577F01E54EF5,278019707,11,1,0,1,11991294,31266965
13031,1DC0DC32B6FFCA65726814E8F8EC64DE,2009999,16,1,2,1,143993,31203122
13032,A4FB8796CB6B65A4EC4EF467E3F9216A,290864548,5,1,1,1,12665891,31261009
13033,5FFA282221CC16873AA11AAED3449124,230440107,6,2,3,1,87500,31205265
13034,2F8B7A1E007F3C14EA5AB7A0D69F54D2,169028741,4,1,1,1,13022780,31288144
13035,B216A7526263749E6D73F055A0B33133,278375639,11,1,0,1,11990394,31266965
13036,3F85EE0A2ECD9FAB41C47060AE61A644,2088530,17,1,3,1,143999,31203122
13039,02E1F68AC6C086F3F4FEA2218D5E96A2,225248061,4,1,3,1,12078583,31202983
13040,2AD6EDB2095D667844CA679A522B4507,229592117,12,2,0,1,12012587,31202878
13041,CC4579ADD4702D76E446C59450971D9C,232343495,9,1,1,1,87498,31205265
13042,053AC47305DE7A58CB3C95715E469264,303458870,17,2,0,1,13212559,31202967
13043,24D39A46BDF96C1D978951DD4E39DB76,230585243,7,1,1,1,5957476,31205265
13044,627E53D70237553D9C29449C2C67C7DC,300691985,4,1,1,1,12460413,31203076
13045,86F31BE8B186F10809FD768C5271EF8B,227272622,11,2,1,1,12012562,31202878
13046,9F4D55F4B3EA99E8BE087699E021E5CD,227985185,12,1,1,1,12012587,31202878
13047,680A831E73C64346484B10555020FBB2,279884177,6,2,1,2,12101555,31202983
13048,CC6FA8808E202B7BB550A3A36AA5423F,279996957,6,2,3,1,11881312,31251933
13049,0215345D408CB1A434527C7E4175157F,292622646,4,2,0,1,12404574,31217751
13050,8E7C0781662EE404A0A61B912136E510,235825582,12,2,1,1,87489,31205265
13051,1253965982E7A9DA9784CDA117A7D82D,300910412,2,2,3,1,13022756,31288144
13052,CC2443C089FC688169D995F2EC2E7CFF,279559951,7,2,3,1,9060215,31244279
13053,978D21CA68D529D65B1407F105BF71CB,169659726,5,1,3,1,12149924,31288144
13054,7209AE7E7788A9033DBE07D0CE50E772,169436948,5,2,3,1,12153206,31288144
13055,49859876A1ACFC50BB475A1756091D59,279662922,7,2,1,1,9059544,31244279
13056,7353971B65E9A07BAE8F84292A7F6DFD,280279411,9,2,1,1,9060621,31244279
13057,347E1FB6F2DD9577411538158D0CB032,280679104,7,1,2,1,12127950,31202983
13058,1128514480934F68CCFF5B4FD2197FF4,223588141,9,1,3,1,11960640,31326054
13059,4FB862808EE1D2C1589706769053CAF0,26427267,9,1,3,1,11960640,31326054
13060,135F4DBDE079063A8649F13B85303DD3,18053980,9,2,3,1,11960640,31326054
13061,EA8186A9AE5EE1F46D6CADF01D977D72,246110546,3,1,3,1,12345210,31348449
13062,517E47E8109F8C02FA83DE0A97869EEB,248166088,17,2,1,1,3384015,31205265
13064,6513D6027EEF872D8C01A0902363BE99,300665300,0,2,0,1,9399007,31288110
13065,AE7B8D88FA32C445C9908AB3F506BF60,301287514,16,1,3,1,12279881,31328294
13066,7DC7EDBE77FF9E026690FDEEF547BCA0,104291260,9,2,0,1,12187295,31202983
13067,A2D262E72A39E726AF3605E33213178B,223540508,6,1,0,1,12134105,31316245
13068,61D40D8C126FBC0362C236B7A206E0E2,223581841,5,2,0,1,12133420,31316245
13069,070064850A58A40748A01DF8215B1C8B,246390785,3,1,2,1,12346165,31348449
13070,3D8576FAEB1CD9408F607309AECAB3B6,246588825,3,1,0,1,12345394,31348449
13071,091F79055E75C305ADB8787F835C22CF,293560265,5,2,4,1,12404662,31217751
13072,CCB08CD4C99F504567DD5B94EED5EE26,294129728,2,1,0,1,9405181,31288110
13073,8B3BB2D9394F4CEA70EC86CF3E6D7FD4,307472813,1,2,0,1,13014129,31360325
13075,3A026F45885BE3932236B2269CE68AE6,224882961,5,1,1,1,9210286,31354848
13076,3BA30345524FC876C9D9CC58571C86BB,294751075,5,1,2,1,12838434,31261009
13077,78E15059A4AC0235E02114D9118D6C42,295004640,15,1,0,1,12850453,31203009
13078,7D1B043E4509FA72FE42ED68DB6360AB,294752690,5,1,0,1,12838434,31261009
13079,2415597AFE62DA71CDFA2A5A24EB1838,295005017,11,1,1,1,12851453,31203106
13080,C6F11D81FE70565311342281E9407985,282690579,12,1,3,1,12147583,31316245
13081,2100182BA1F9538D145E9BE01FCB7929,310077361,2,2,0,1,13014170,31360325
13082,A40C6C3B48FACD2B4B617C5C47B45E4C,312663881,15,2,0,1,6689932,31354848
13083,4B939EF9604918333E34BF4B7B1408AD,228394505,6,2,1,1,88004,31205265
13084,86EF530B258D566BBBA46037CCEC90A6,294993813,17,2,0,1,12851357,31202975
13085,7D156C89B89915C3FC81242D8B6DE5C0,295004047,18,2,0,1,12851411,31203009
13086,D71A0DD6AB8AE05CA5ABE492FD4E062F,295003087,18,1,3,1,12851411,31203009
13087,43887A07B55147C5A08385A22D2257FD,295003095,11,2,0,1,12850436,31203009
13088,3D13939F91D58D8F076EC47A765F4F09,295127971,17,2,1,1,12858044,31217743
13089,F2315F9B81FBB5D17CAE64FE49C8ACA3,295128169,16,1,1,1,12858038,31217743
13090,274ACE1FEE6F09F0B18D4C5737399D19,295128221,11,2,1,1,12858047,31217743
13091,A396AF7B643EB831EB0199399EC48832,295004642,16,1,2,1,12850454,31203009
13092,49F48624D782EAC4F981C4F501C1FA4A,295004649,15,2,0,1,12851408,31203009
13093,8704FA9A7BCC4113F3322EBF66711B98,295004674,50,2,0,1,12850459,31203009
13094,057F9C27CEFDFA2E797B36EEDF2F0D58,295004685,14,1,0,1,12851416,31203009
13095,76961843C4260C05FAA63673F3D3B4F5,295006239,15,2,0,1,12851466,31203106
13096,9382BE1A0C735B16FE2B2057443FC9A1,295003826,18,2,3,1,12850457,31203009
13097,F4B4C823DCE6989F3BF0FE9C9CB1F484,287424534,8,1,1,1,11959971,31326054
13098,B47C742837AF710BF781045F4C898F2C,312347914,13,2,1,1,8823647,31292451
13099,66BF5F26DEB2131E86D59EA9988335BB,321231576,2,1,3,1,13997573,31354848
13100,0786E9E24843816AEAE0F9F41239F321,310243969,11,1,0,1,13193392,31292451
13101,A37254285529A92D19D7FF7977112489,312536876,14,1,3,1,8823689,31292451
13102,681041D7341B59C82538C1B94328C0EC,295127856,13,1,3,1,12858032,31217743
13103,C29384189254554005AD0F60AC887DAB,295128216,11,1,1,1,12858047,31217743
13104,CBD6B68FF16CD30CCE40A1CEBF28099A,294993145,17,1,1,1,12851173,31202894
13105,11C12E47C73F47AF7A183991827B8EE9,294994439,16,2,1,1,12851160,31202894
13106,7F0FB2E80348AB8D6B8EE9DA8C109A3D,295127332,17,2,2,1,12858045,31217743
13107,A98E6B035E4D4C765003E70D673770D5,295127432,17,2,1,1,12858041,31217743
13108,AC41A022DE03DCDB7E414035A7FE3579,287023370,5,2,1,1,12405022,31217751
13109,CEDF7739B456B1A0F3FB0A6A8E8C4199,66094017,15,2,1,1,3455315,31205231
13110,D8F731D8C5CD69CE243FC6CA4F447B83,85799577,17,1,1,1,1741043,31205231
13112,0FFBD4AFF17F77F1BE2C35CEE24D82C9,287180027,15,2,3,1,12121158,31328294
13113,B918E82DA4B2FF20B5EF6C0FF60CA68F,66099523,17,2,1,1,1741044,31205231
13114,A5CE17F6412749686E4B5A1EAF8DA4F5,287787997,16,2,1,1,12533900,31202983
13115,B0FFF634DB8E74ACF206E5EE97357558,165782693,6,2,1,1,1741030,31205231
13116,08089D1B36F313FF6C1CED294E882A90,116067895,9,1,1,1,1741033,31205231
13117,BB5D2D4A0130760CDBA4E7B83E321369,288154743,15,2,0,1,1741042,31205231
13118,367BBAD24379262A719AC8736438274F,320843618,17,1,0,1,6688615,31354848
13120,C1108C9B3A4CE9CF0BEB21C3A05ACCA9,168197861,8,1,0,1,3060684,31203076
13121,82C42A38716B24FF3F53FFDCA0861EFF,287132756,4,2,1,1,1931797,31203068
13122,1B2509E0C7A7B3FFCC6DE58A3FA1C019,66110870,11,2,0,1,1741036,31205231
13123,47B0B9FF5B2E0A10DD98DE0699E0608F,287003831,2,1,1,1,12500805,31360333
13124,BB049755103C13C006C6DBCA9778DA14,287120907,7,1,1,1,12406230,31217751
13125,8105B1649C4E104F7052577CD183C77A,287417732,12,1,1,1,12012558,31202878
13126,8E47D0E284075553656815F0B25131CD,166224979,9,2,1,1,1741033,31205231
13127,2176EC5F4E87E5AA3F509418F9025992,288821271,10,2,3,1,12541788,31310573
13128,B623AB97FCAC29A192B4CBE8AA9AB5E1,165826464,4,1,1,1,1739346,31205231
13129,BFF046E4C3069B22D6D022EEFF8579A9,230375689,14,2,0,1,12098074,31203092
13130,949613CB9E981E54D7D768D51B656364,228142469,14,1,3,1,12096443,31203092
13131,CE8E2E3453E2DF5AAEEA47F4E7C8B40F,264100128,3,2,3,1,14226331,31203092
13132,EC25A6A162B77DD9326F20B90E97CF8C,229147612,2,1,1,1,9254522,31242471
13133,B0CF97F760A091C0DF7961B344053A82,326142231,4,2,1,1,14219400,31203092
13134,ACFE4E484D62C4830586609AE2BDF11D,288672416,9,1,1,1,12541788,31310573
13135,32B916E7FB9E669FE2EEA0FBC9950D2A,288565695,10,1,3,1,12542542,31310573
13136,7A9B91CD0500CB10CB958E1282C008FB,287575187,8,2,1,1,1739670,31205231
13137,98EB5DE4B8844FA95E4A5D91311C2503,230375442,12,1,2,1,12097905,31203092
13138,28362798DD534E61731DDCF1565D5B72,288427453,13,1,3,1,12011314,31202878
13139,B1C799E4B3551A28C733D6E2D9627344,264159361,3,1,3,1,14228123,31203092
13140,84E6C2C37B44DF008551323791A23D00,263893881,2,1,0,1,14228114,31203092
13141,02F7AEF8532E2212DC89AD252DBCB69C,326164547,4,1,2,1,14218444,31203092
13143,999CD7D18008FAEA6CF81C76AE0C2DED,326706916,8,1,0,1,14247591,31245674
13144,246B08B7FB39D2AC557063AF46BD2773,289312937,12,1,3,1,12405535,31217751
13145,94D885D140A9DD9D96E9EB139D1B9057,288821158,4,2,1,1,12294661,31261009
13146,0BA841DD764913CBED2EA768CA44878B,289612323,24,2,3,2,12581175,31202983
13147,1C932BAA50FE355231E0EA841C2818CF,300077877,39,1,2,1,13062935,31202983
13148,8280308C0B152E3609B2C5E011873388,295007312,9,1,0,1,12851482,31203106
13149,BCD9D8B69595AA8DF93B86B5E5195893,300765388,14,1,3,1,143992,31203122
13150,42DE4C08E88A176070F6425FF1C2E4A6,289662467,3,2,0,1,12060861,31328294
13151,64A37420F223F89693B7F1BF1A6B4032,290725277,4,2,3,1,12403833,31217751
13152,DAE3DEC1F9D19119F7CD2AFF77FEDEBA,182964821,3,1,1,1,12341591,31362476
13153,D283E87188BBCF70C284FBD82282D783,277678665,1,2,0,1,11992807,31347922
13154,4C33D51BA0FD8CE9AC5A55F661C29032,288671491,10,2,3,1,12541788,31310573
13156,EF4542E4A3427C742722752781B35C98,186493370,2,2,0,1,13068638,31352055
13157,CDD42C885AB8B02A4CFDF8218455A552,303462640,13,1,3,1,13212555,31202967
13158,3105073FF0ABB67734C60ADA253439A5,303459006,11,1,3,1,13212556,31202967
13159,098BEB64437BED3DFC0C4A1A250312EA,291037912,16,1,3,1,12521241,31245674
13160,56F62D93FE241155D5B75CE8D8D809CA,290124263,6,2,0,1,12241802,31261009
13161,E0361D06E5B97F3955FC570FD179456B,230742067,8,2,1,1,12710143,31205265
13162,DB44BB7E8B996BC907BDC870FDDD47F1,1918003,15,2,1,1,143994,31203122
13163,D5E37E5667D329825E08572808045C87,278245327,12,1,3,1,8844625,31203017
13164,9CBF3C693BAE7AC20368E2E52EE2C472,278855835,5,2,1,1,12079161,31202983
13166,910BE02CB684D60111DF67A72168BADB,278260831,9,2,1,1,12012384,31202878
13167,23A7088B9DBD4C28525F01F2EE84348D,225180752,5,1,1,1,12077990,31202983
13168,B0082B483DB9CC5ABDFB2527EF688B17,278736563,4,1,3,1,12077973,31202983
13170,8A33563FD829F7DA13E90EE3CEDAB234,278809742,4,2,0,1,11882108,31251933
13172,A64C77F3632B52B404CF84915FDAF1FA,226557138,7,2,3,1,12127950,31202983
13173,43E01ACCE1EE0DE645990977866B3ED8,169470476,5,2,1,1,12149924,31288144
13174,B88A941D0D35667E0A6D24FECFADDBCD,279659568,7,1,0,1,9059544,31244279
13175,1FF98F0C78690BAFB48232F36604ECC1,233099254,9,2,1,1,87496,31205265
13176,6BC39B3DBDA749298BA9DF59F74F832B,278877364,5,2,1,1,9055670,31244279
13177,5F8F83409B09C48B051162EC863ABB7C,279523242,6,2,0,1,9055864,31244279
13178,8B8C054846B0F5E44D861145FD2E244A,280197645,11,2,1,1,12151038,31346314
13179,685E1EE7E9570EAB95D6E877FDA3D97B,279510085,6,2,3,1,9055864,31244279
13180,E270A65F0119151BD5A7E142BC0A0016,248067585,5,1,3,1,12153206,31288144
13181,CC7CF89F7BBB3836B8033CE582FDA645,109682027,7,1,1,1,11961419,31326054
13182,29FB33D5B303FB8E029E128F98259BC8,16541851,8,2,1,1,11961419,31326054
13184,219D6EDFD23109400E1F2F85AE1AD6EF,238747050,14,2,1,1,5958979,31205265
13185,E9A1782060E4D25990A354295CF66E38,236239654,5,2,1,1,12460722,31203076
13186,F7625AD8DA766540B8A970BD78577085,239985667,15,2,0,1,12745268,31205265
13187,08A801A33CECF10B55E2A4383776FA11,230859105,5,2,0,1,12457321,31203076
13188,9A9DEB9EAA84B5B84DC5A7179A08AFBE,184021187,6,1,1,1,12101505,31202983
13189,6AD8F47DC45CB490E9C6E03279D59EB2,224086156,5,2,1,1,11956867,31326054
13190,90C4A4E0C510F798DA6D491E08738326,230579197,10,2,1,1,12186414,31202983
13191,AD3802BFC903DC0ED02F778D718FB4ED,280186774,7,2,3,1,9057872,31244279
13192,A7137DA20E6EAD474752CAB6BC4CCC74,302742855,0,1,0,1,12344887,31348449
13193,872131BA621E24F829AABBF3F47428C3,280415937,9,2,3,1,9064085,31244279
13194,C62E0940D6BE7745CCDF87C553048E07,115046877,18,1,1,2,6689932,31354848
13195,0A52239641FB043595D1399917B40C67,303461188,12,2,1,1,13212555,31202967
13196,F5B331583846F54BF5FABF307E6D1468,248108482,16,2,0,1,87477,31205265
13197,9311C0CDB3C35CCF1DB8E930AB09F394,281087831,6,1,4,1,12134105,31316245
13198,E46B894082702CFC90827D4CCA4C0843,281380539,8,1,1,2,12129135,31202983
13199,623F5192133AAB898F0ED69B99C1EE5A,281266472,7,2,0,1,12101638,31202983
13200,B95E4C7B1E2627D629B57A6EB825A787,282495788,38,2,0,1,12165588,31326160
13201,54105F2BC0AC2D69326F735856336E9C,166039295,13,2,1,1,12147461,31316245
13202,9A18E0DCCB06996BA23952AD1864D293,282669695,13,1,3,1,12147461,31316245
13203,ABAF0D09890460167D122FEFE7698AE8,222715132,12,1,3,1,12147461,31316245
13204,1D2EE8DA678992655694380690DD11F3,221734808,3,1,1,1,12060851,31328294
13205,F86DB2D62FBDFDC1CCFB8E57DF3142E5,283006624,33,2,0,1,12165640,31326160
13206,CB7417A415B07D1D60A240AADF4606DD,281719093,13,2,3,1,9066600,31244279
13209,379120667FA298A206947CF3DBB6A836,283148966,7,1,2,1,11990311,31266965
13210,288799744C59802689788C74322DA066,236289200,13,2,0,1,12330539,31202983
13211,ED6FC41EDF62B3B91C28B29157B31B23,283273064,6,1,1,1,11990059,31266965
13212,DC6CDD0C5B6BBD66F547F8F19FBDE3A5,285189345,24,2,3,1,12359609,31326160
13213,5B2975F5D07D03969C3ADADE1CB8523C,307727691,12,1,1,1,12737891,31205265
13214,75C8F934CCA45B481F3C56AE01F788C8,299205928,4,1,0,1,13022780,31288144
13215,80346EBF02AFFFBF5413C1647F8F0709,295004647,16,2,0,1,12850453,31203009
13216,48007F73E3FCB5F65D3B9189D99B879D,295003432,18,1,3,1,12850457,31203009
13217,6B41055CF1BC945EEB8389D8C8E72459,295003434,17,2,1,1,12850450,31203009
13218,8E0FC876B046EBADAE13DA366BB86443,294993342,6,2,3,1,12851165,31202894
13220,ACEFF79BC0D6F1E5AD8A6F6E1B691965,294993376,6,1,3,1,12851164,31202894
13222,C94990E46CE4B6FCEA5751662B1DBAFE,295003698,15,2,1,1,12850439,31203009
13223,BB2C641EDB086F5F6C6A13AC89B77C8A,295003752,16,1,0,1,12850440,31203009
13224,D7C4378FEC9C26DC84959A926F32BC05,295005032,16,1,0,1,12851477,31203106
13225,DE946C3A1F23F34897AA506C4F0582CA,221705227,4,1,1,1,8826408,31205265
13226,4530388AF77F9DFD9688B95FC5C8CA13,295004382,15,2,1,1,12850440,31203009
13227,9C887F0B055A9E0217383E987FC9D8C7,295004476,13,1,1,1,12850442,31203009
13228,47B124E73582F2070888D0CFFCE95C74,295155215,14,1,0,1,12857794,31202908
13229,03815A3CB52EEF2FAC339E12AAB75D73,221819301,10,1,1,1,12406624,31217751
13230,172713A16BBB29A1CECFFD68EBEB76AE,287484113,11,1,1,1,12096409,31203092
13231,3F7CB726B906D85809787BF4F2E918D0,22765643,10,1,0,1,12405535,31217751
13232,590A6E50787654D2BABB6434686D85C5,310599569,3,2,0,1,12342455,31362476
13233,67A1EE73D4460D6E1470BA9EE92666D9,254421473,1,1,0,1,12428071,31295621
13234,C293943B52AC00983E6F52DCC1C689F9,295005965,16,1,1,1,12851467,31203106
13235,B7A2A26383841353FF0A7CCE6B6F5945,220913997,3,2,1,1,6204814,31205265
13236,758FD36463B2167309B2AF81C7AA7EC6,295155259,16,2,3,1,12857800,31202908
13237,621322CF2CCF512E23F037021A9A5DD5,295154941,17,1,3,1,12857798,31202908
13238,EE480898EFDD35450C3FB5FA41552198,295154996,17,2,2,1,12857801,31202908
13239,98389012777264D4CEE3B2EC5BDE79F0,295006853,10,1,1,1,12851451,31203106
13240,10E7C429BB5E720B163654E3ED7F6DF4,295127586,17,2,1,1,12858044,31217743
13241,9F8845A9E2E152EE5A18F4701BB76BCC,295127609,14,2,0,1,12858033,31217743
13242,AB47C10500935ECAB67E9CC3C35B23BF,295006979,17,1,1,1,12851477,31203106
13243,7C375CBB36B60BCBED010FC571CDDE03,284855646,2,1,1,1,12139377,31288128
13244,302CF6FF447021C029A4212480D8C997,277884002,8,2,3,1,8843429,31203017
13247,551DF4531F3BC6F37909A4B046D96D4A,294994489,15,1,3,1,12851173,31202894
13248,00C1FEECFD865704F34609579C9033DE,294993372,6,1,1,1,12851164,31202894
13249,22BDADA943427E20662EEA82DA5BE6BD,295005079,12,1,1,1,12851456,31203106
13250,A09494B48EEC9F521031C81A00B0B57C,294993590,18,2,3,1,12851362,31202975
13251,823ADBAB34E71CF844498D90D469F33B,294993591,14,2,3,1,12851353,31202975
13252,84E385004E03E4CB9EF5758615FBC601,295003936,17,1,3,1,12850451,31203009
13253,F05B874DCB4BCA0023C9AC2708B0BBAC,295003980,17,1,0,1,12850453,31203009
13254,ED61FF0506FC0F926BDEBA720B1E50B9,295001075,15,1,3,1,12851356,31202975
13255,95917A4C848F4ED9B2B2CB5895858558,295004314,17,2,2,1,12850447,31203009
13256,C4EB8C60597185D9E26FAD4E11DBDA93,295127677,16,2,3,2,12858036,31217743
13257,0DEFEC05628FDBC0A40186FEA81AFF00,295128183,13,1,3,1,12858026,31217743
13258,A960DD913C3086528FBBD2291B0B6620,295004699,11,1,0,1,12851407,31203009
13259,FC98EB9651CBFC6975AEF50C5A1A2F7D,294994249,13,1,3,1,12851154,31202894
13260,23E5D87FB3BB19C50C048530E02EF195,303458591,15,2,1,1,13212558,31202967
13261,F2AFEB53F1E53AD95FC2D55A3DD6D246,303458600,16,1,0,1,13212018,31202967
13262,7E0639F44795D4363611F0B7C3512F04,303461183,16,1,0,1,13212027,31202967
13263,8F71E00E7747150A1E249486825A8573,279343817,1,1,3,1,12139239,31288128
13264,804951D1C2997EEB139F2AD66431AFE2,295155309,6,2,1,1,12857787,31202908
13265,16F7A8125481591A18F696C93B50D79B,295154964,15,1,0,1,12857793,31202908
13266,D963C872CB0DF47EC95026E66FE8F0E2,295155000,17,1,1,1,12857800,31202908
13267,7580D4AF8BDAD1E2CCB958E14888990B,295006819,13,1,1,2,12851476,31203106
13268,16372E7C51308F125A2E77C9C227D097,295127623,16,1,0,1,12858046,31217743
13269,9951FDF29CBBEF2EE4CF8AE91E6B9474,295127629,17,2,1,1,12858041,31217743
13270,FF0ECE4066EC9D6500F99D1F393A8EBE,295002992,18,2,1,1,12850448,31203009
13271,0ECAB644457CBC90A4272C94F76C83F8,295006964,8,1,0,1,12851446,31203106
13272,8626408E609C6D35775D16F87EB3BAC1,295003846,13,1,3,1,12850438,31203009
13273,D96E9C7922AF9B7592AE0F3F39326EE4,295003099,16,2,2,1,12850445,31203009
13274,7ED439AAEB5D4F09D37E28B02FDDD6BE,295007074,11,1,3,1,12851450,31203106
13275,FDCA15345C27D1F0826A2E928C380D64,295127772,16,1,1,1,12858034,31217743
13276,F21658E0CA01CF591975E081991FD6E7,295006035,16,2,1,1,12851470,31203106
13277,01217F4814CFB885CAB2F7FEF816F5A6,295000848,17,2,0,1,12851362,31202975
13278,079027381F72CA019E6EC5F12B2B2494,294993058,15,2,2,1,12851155,31202894
13279,E7CFF1178A2233C5347A54734CB7691D,294993086,18,2,3,1,12851159,31202894
13280,3B323ED88D3426D0004A6214E01E8610,294993169,16,2,3,1,12851161,31202894
13281,125ABF77E533D4D24117146F5A9B545B,295006465,11,2,1,1,12851453,31203106
13282,0803B4F042BFAA184C4998F52933FC42,295127308,16,2,1,1,12858036,31217743
13283,E00610F342039424544E358061E9C43C,295127324,17,1,2,1,12858041,31217743
13284,397752AE76EDF4915795140C7E20C15B,295127337,17,2,0,1,12858043,31217743
13285,BFD7AFD98289E1014A2385B139D908ED,295002783,20,2,3,1,12850462,31203009
13286,73731040C00933EDCCE7A05A09F54F4F,304170799,7,2,1,1,8826062,31292451
13287,1ACF7F6BF764F43265ECF185227AA035,279522026,6,1,1,1,9055864,31244279
13288,F128691352DCBA877A32CA6D8AA68E27,103250298,7,2,1,1,12101638,31202983
13289,7B3DD88724D24C400A2898239FBE7E19,227491356,6,2,1,1,11958272,31326054
13290,AB58DF7C65FBC28BE8A4F385350B3990,170944020,6,1,3,1,11958395,31326054
13291,E793E166CD4F9D3C75B0DAEA90B00C07,132722238,11,1,3,1,6397098,31203076
13292,8BA3B9199651E58590A3B017BBB4D95F,30889827,10,1,1,1,6397098,31203076
13293,F89CAD3BE85098D48005EA18E60401FC,49915712,12,1,3,1,12186397,31202983
13294,CC83B1D85B85F4BA8E55DFA3AAAD5383,280162257,8,1,0,1,9057050,31244279
13295,BDDA3039A4B7AE736DEBF1BE017B354B,225892514,14,1,0,1,6685470,31354848
13296,860215C1012CF725D5E347E53C01EE4D,307393942,1,2,0,1,13014701,31360325
13297,D8CF7A7ECE6D26D502A1E453895BFDB8,252346128,3,1,1,1,13014866,31360325
13298,F55EB0AC5B879A41F6E12719A9D021F7,103683866,9,1,1,1,12129135,31202983
13299,06E7A509E5945EDFC7E1D220F1DEF40D,280401845,4,2,3,1,12131671,31316245
13300,94534F50D2E684D657E6536EABCF807C,281060605,3,1,1,1,11956059,31326054
13301,CF3F1596FE80EAC34DF907D9A7FB6957,229588354,13,1,3,1,12096443,31203092
13302,B1A5EC891F1AA0FE323DAE0060E6E95D,289005570,8,1,1,1,12542310,31310573
13303,F49B276ED0BCF70A99D4AF365E9AF683,326587475,0,1,0,1,14228106,31203092
13304,5945AEE7EE0507830F84C087E8E43D78,252266116,3,1,0,1,13014866,31360325
